id_contrato;data_concessao;id_cliente;cliente_nome;estado;regiao;canal_origem;tipo_credito;valor_emprestimo;taxa_juros_anual;prazo_meses;score_credito;faixa_score;renda_mensal;parcela_estimada;comprometimento_renda_pct;dias_atraso;status_contrato;categoria_risco;perda_estimada_npl
CTR-50754;2023-09-10;CLI-10004;Cliente_10004;GO;Centro-Oeste;Agência Física;Crédito Pessoal;8841.86;0.4099;60;804;Excelente (750-850);23547.42;348.47;1.48;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50755;2023-10-05;CLI-10005;Cliente_10005;PE;Nordeste;Agência Física;Cartão de Crédito rotativo;16998.61;0.5318;12;512;Baixo / Alto Risco (<550);7786.04;1856.89;23.85;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50756;2024-04-03;CLI-10006;Cliente_10006;DF;Centro-Oeste;Agência Física;Financiamento Imobiliário;378438.97;0.1085;36;420;Baixo / Alto Risco (<550);19132.23;12362.74;64.62;15;Atraso Curto (1-30d);Risco Moderado (C/D);18921.95
CTR-50757;2023-09-21;CLI-10007;Cliente_10007;MG;Sudeste;App Mobile;Crédito Pessoal;33457.13;0.3484;36;779;Excelente (750-850);31297.25;1510.44;4.83;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50758;2025-06-07;CLI-10008;Cliente_10008;DF;Centro-Oeste;Internet Banking;Financiamento Veicular;73948.25;0.1596;60;622;Médio (550-649);28322.26;1796.71;6.34;10;Atraso Curto (1-30d);Risco Moderado (C/D);3697.41
CTR-50759;2024-03-05;CLI-10009;Cliente_10009;SP;Sudeste;Agência Física;Crédito Pessoal;30732.03;0.3364;12;561;Médio (550-649);31809.54;3051.27;9.59;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50760;2025-03-20;CLI-10010;Cliente_10010;RJ;Sudeste;Internet Banking;Cartão de Crédito rotativo;14120.47;0.6766;24;712;Bom (650-749);7810.48;1087.79;13.93;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50761;2025-06-25;CLI-10011;Cliente_10011;PE;Nordeste;App Mobile;Financiamento Imobiliário;835236.16;0.0925;24;622;Médio (550-649);24837.13;38253.43;154.02;45;Atraso Crítico (31-90d);Alto Risco (E/F);208809.04
CTR-50762;2025-08-30;CLI-10012;Cliente_10012;GO;Centro-Oeste;Agência Física;Financiamento Imobiliário;714974.88;0.1217;36;412;Baixo / Alto Risco (<550);33966.66;23805.49;70.08;15;Atraso Curto (1-30d);Risco Moderado (C/D);35748.74
CTR-50763;2024-02-04;CLI-10013;Cliente_10013;RJ;Sudeste;Internet Banking;Crédito Pessoal;11091.52;0.2014;36;617;Médio (550-649);24678.0;412.99;1.67;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50764;2024-11-23;CLI-10014;Cliente_10014;RJ;Sudeste;Correspondente Bancário;Financiamento Imobiliário;687092.61;0.1223;60;843;Excelente (750-850);23027.62;15363.97;66.72;15;Atraso Curto (1-30d);Risco Moderado (C/D);34354.63
CTR-50765;2023-07-03;CLI-10015;Cliente_10015;SP;Sudeste;Internet Banking;Financiamento Imobiliário;707056.52;0.1361;72;386;Baixo / Alto Risco (<550);20863.97;14422.18;69.12;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);565645.22
CTR-50766;2025-01-02;CLI-10016;Cliente_10016;BA;Nordeste;App Mobile;Crédito Pessoal;6166.21;0.3544;24;598;Médio (550-649);22187.9;362.27;1.63;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50767;2024-01-29;CLI-10017;Cliente_10017;MG;Sudeste;Internet Banking;Financiamento Veicular;31757.72;0.2601;36;476;Baixo / Alto Risco (<550);31408.33;1279.71;4.07;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50768;2025-03-20;CLI-10018;Cliente_10018;CE;Nordeste;Agência Física;Financiamento Imobiliário;509138.41;0.107;48;544;Baixo / Alto Risco (<550);21165.38;13084.9;61.82;15;Atraso Curto (1-30d);Risco Moderado (C/D);25456.92
CTR-50769;2023-09-13;CLI-10019;Cliente_10019;SP;Sudeste;App Mobile;Empréstimo Empresarial PJ;152327.27;0.2109;24;781;Excelente (750-850);6856.97;7834.17;114.25;15;Atraso Curto (1-30d);Risco Moderado (C/D);7616.36
CTR-50770;2024-10-02;CLI-10020;Cliente_10020;BA;Nordeste;Internet Banking;Financiamento Veicular;98375.38;0.2643;60;632;Médio (550-649);11069.97;2970.5;26.83;10;Atraso Curto (1-30d);Risco Moderado (C/D);4918.77
CTR-50771;2024-08-03;CLI-10021;Cliente_10021;PR;Sul;Agência Física;Financiamento Veicular;65916.13;0.1988;48;524;Baixo / Alto Risco (<550);9556.06;2001.64;20.95;10;Atraso Curto (1-30d);Risco Moderado (C/D);3295.81
CTR-50772;2023-07-09;CLI-10022;Cliente_10022;MG;Sudeste;Agência Física;Financiamento Veicular;163803.46;0.1847;48;698;Bom (650-749);24653.39;4852.05;19.68;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50773;2024-08-21;CLI-10023;Cliente_10023;PE;Nordeste;App Mobile;Financiamento Imobiliário;421594.66;0.128;360;730;Bom (650-749);10909.69;4597.86;42.14;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50774;2023-12-05;CLI-10024;Cliente_10024;SP;Sudeste;Internet Banking;Empréstimo Empresarial PJ;134134.77;0.1692;48;364;Baixo / Alto Risco (<550);19254.58;3864.91;20.07;15;Atraso Curto (1-30d);Risco Moderado (C/D);6706.74
CTR-50775;2025-05-14;CLI-10025;Cliente_10025;SC;Sul;Agência Física;Financiamento Imobiliário;423300.53;0.1062;72;487;Baixo / Alto Risco (<550);23412.64;7974.99;34.06;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);338640.42
CTR-50776;2024-10-01;CLI-10026;Cliente_10026;SC;Sul;Correspondente Bancário;Empréstimo Empresarial PJ;426189.3;0.1786;12;833;Excelente (750-850);8938.72;39044.64;436.8;45;Atraso Crítico (31-90d);Alto Risco (E/F);106547.32
CTR-50777;2025-08-27;CLI-10027;Cliente_10027;CE;Nordeste;Internet Banking;Financiamento Veicular;33063.83;0.1822;12;483;Baixo / Alto Risco (<550);16893.48;3034.75;17.96;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50778;2023-08-17;CLI-10028;Cliente_10028;RS;Sul;App Mobile;Financiamento Imobiliário;270978.59;0.0912;24;759;Excelente (750-850);34132.15;12394.51;36.31;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50779;2025-06-22;CLI-10029;Cliente_10029;DF;Centro-Oeste;Agência Física;Empréstimo Empresarial PJ;164498.09;0.1829;60;814;Excelente (750-850);30413.74;4203.16;13.82;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50780;2024-09-25;CLI-10030;Cliente_10030;DF;Centro-Oeste;Agência Física;Financiamento Imobiliário;511825.92;0.0882;120;644;Médio (550-649);10378.92;6433.84;61.99;45;Atraso Crítico (31-90d);Alto Risco (E/F);127956.48
CTR-50781;2024-10-22;CLI-10031;Cliente_10031;ES;Sudeste;Internet Banking;Crédito Pessoal;12079.58;0.3208;36;514;Baixo / Alto Risco (<550);4222.03;526.66;12.47;10;Atraso Curto (1-30d);Risco Moderado (C/D);603.98
CTR-50782;2024-12-02;CLI-10032;Cliente_10032;PE;Nordeste;App Mobile;Financiamento Imobiliário;336476.15;0.1051;48;734;Bom (650-749);30802.4;8616.55;27.97;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50783;2023-12-26;CLI-10033;Cliente_10033;RJ;Sudeste;Correspondente Bancário;Financiamento Imobiliário;349841.22;0.1076;60;711;Bom (650-749);4533.95;7564.59;166.84;45;Atraso Crítico (31-90d);Alto Risco (E/F);87460.3
CTR-50784;2024-05-25;CLI-10034;Cliente_10034;RS;Sul;Correspondente Bancário;Financiamento Veicular;175599.92;0.2075;36;572;Médio (550-649);7807.79;6593.22;84.44;15;Atraso Curto (1-30d);Risco Moderado (C/D);8780.0
CTR-50785;2024-05-21;CLI-10035;Cliente_10035;GO;Centro-Oeste;Internet Banking;Crédito Pessoal;31404.56;0.4392;12;439;Baixo / Alto Risco (<550);9291.84;3280.54;35.31;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);25123.65
CTR-50786;2023-05-18;CLI-10036;Cliente_10036;PR;Sul;Correspondente Bancário;Empréstimo Empresarial PJ;406112.92;0.1957;48;686;Bom (650-749);3217.63;12265.31;381.19;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);324890.34
CTR-50787;2023-08-09;CLI-10037;Cliente_10037;ES;Sudeste;Agência Física;Financiamento Veicular;73695.8;0.1888;48;636;Médio (550-649);16911.14;2198.85;13.0;90;Atraso Crítico (31-90d);Alto Risco (E/F);18423.95
CTR-50788;2024-08-16;CLI-10038;Cliente_10038;DF;Centro-Oeste;Correspondente Bancário;Crédito Pessoal;27330.49;0.2916;36;436;Baixo / Alto Risco (<550);26709.57;1147.68;4.3;15;Atraso Curto (1-30d);Risco Moderado (C/D);1366.52
CTR-50789;2023-12-24;CLI-10039;Cliente_10039;SP;Sudeste;Internet Banking;Cartão de Crédito rotativo;13370.06;0.7689;12;829;Excelente (750-850);8038.43;1630.56;20.28;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50790;2023-06-25;CLI-10040;Cliente_10040;MG;Sudeste;App Mobile;Financiamento Imobiliário;527102.38;0.1355;120;382;Baixo / Alto Risco (<550);25250.83;8042.12;31.85;45;Atraso Crítico (31-90d);Alto Risco (E/F);131775.6
CTR-50791;2024-02-05;CLI-10041;Cliente_10041;PR;Sul;App Mobile;Financiamento Veicular;77118.34;0.274;36;660;Bom (650-749);26051.33;3164.95;12.15;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50792;2023-07-06;CLI-10042;Cliente_10042;ES;Sudeste;Internet Banking;Crédito Pessoal;20403.05;0.4084;60;443;Baixo / Alto Risco (<550);17863.99;802.06;4.49;15;Atraso Curto (1-30d);Risco Moderado (C/D);1020.15
CTR-50793;2024-11-17;CLI-10043;Cliente_10043;PE;Nordeste;App Mobile;Financiamento Veicular;143427.45;0.2611;36;514;Baixo / Alto Risco (<550);8522.62;5787.19;67.9;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);114741.96
CTR-50794;2024-01-09;CLI-10044;Cliente_10044;SP;Sudeste;Internet Banking;Financiamento Imobiliário;802894.2;0.1082;48;469;Baixo / Alto Risco (<550);11134.37;20681.11;185.74;45;Atraso Crítico (31-90d);Alto Risco (E/F);200723.55
CTR-50795;2025-05-18;CLI-10045;Cliente_10045;ES;Sudeste;Agência Física;Financiamento Imobiliário;329033.96;0.0969;72;771;Excelente (750-850);18458.0;6044.32;32.75;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50796;2023-05-06;CLI-10046;Cliente_10046;PR;Sul;Correspondente Bancário;Cartão de Crédito rotativo;11944.37;0.729;12;564;Médio (550-649);16433.2;1430.55;8.71;10;Atraso Curto (1-30d);Risco Moderado (C/D);597.22
CTR-50797;2023-05-03;CLI-10047;Cliente_10047;RJ;Sudeste;App Mobile;Cartão de Crédito rotativo;1053.66;0.6349;24;395;Baixo / Alto Risco (<550);30782.58;78.53;0.26;45;Atraso Crítico (31-90d);Alto Risco (E/F);263.42
CTR-50798;2023-08-13;CLI-10048;Cliente_10048;RJ;Sudeste;App Mobile;Financiamento Veicular;70801.99;0.1587;24;597;Médio (550-649);14387.98;3462.29;24.06;10;Atraso Curto (1-30d);Risco Moderado (C/D);3540.1
CTR-50799;2023-01-11;CLI-10049;Cliente_10049;RS;Sul;App Mobile;Financiamento Imobiliário;947633.09;0.1325;72;644;Médio (550-649);20658.95;19148.15;92.69;45;Atraso Crítico (31-90d);Alto Risco (E/F);236908.27
CTR-50800;2025-02-23;CLI-10050;Cliente_10050;GO;Centro-Oeste;Agência Física;Empréstimo Empresarial PJ;129210.92;0.2067;36;595;Médio (550-649);16607.91;4846.16;29.18;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50801;2024-12-13;CLI-10051;Cliente_10051;SC;Sul;Correspondente Bancário;Cartão de Crédito rotativo;11903.36;0.6279;24;500;Baixo / Alto Risco (<550);5962.98;882.26;14.8;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50802;2024-12-17;CLI-10052;Cliente_10052;CE;Nordeste;Internet Banking;Financiamento Imobiliário;360186.85;0.0905;72;405;Baixo / Alto Risco (<550);8533.99;6501.5;76.18;15;Atraso Curto (1-30d);Risco Moderado (C/D);18009.34
CTR-50803;2024-12-09;CLI-10053;Cliente_10053;MG;Sudeste;Correspondente Bancário;Crédito Pessoal;31119.84;0.3014;12;668;Bom (650-749);21646.9;3035.93;14.02;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50804;2024-02-16;CLI-10054;Cliente_10054;MG;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;437598.59;0.1826;24;469;Baixo / Alto Risco (<550);34335.41;21901.73;63.79;15;Atraso Curto (1-30d);Risco Moderado (C/D);21879.93
CTR-50805;2025-08-22;CLI-10055;Cliente_10055;RS;Sul;Internet Banking;Financiamento Veicular;33405.26;0.2323;12;778;Excelente (750-850);34469.84;3146.35;9.13;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50806;2025-07-21;CLI-10056;Cliente_10056;PR;Sul;Correspondente Bancário;Crédito Pessoal;18356.39;0.3743;12;805;Excelente (750-850);16773.26;1857.26;11.07;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50807;2024-04-14;CLI-10057;Cliente_10057;SC;Sul;App Mobile;Financiamento Imobiliário;532115.56;0.1192;24;710;Bom (650-749);27259.56;25028.65;91.82;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);425692.45
CTR-50808;2025-05-29;CLI-10058;Cliente_10058;PR;Sul;Agência Física;Financiamento Imobiliário;648050.89;0.1058;120;322;Baixo / Alto Risco (<550);10628.19;8773.53;82.55;15;Atraso Curto (1-30d);Risco Moderado (C/D);32402.54
CTR-50809;2025-08-28;CLI-10059;Cliente_10059;DF;Centro-Oeste;Internet Banking;Financiamento Veicular;42498.1;0.177;60;545;Baixo / Alto Risco (<550);22042.03;1072.25;4.86;10;Atraso Curto (1-30d);Risco Moderado (C/D);2124.91
CTR-50810;2024-05-15;CLI-10060;Cliente_10060;RJ;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;490581.12;0.1252;48;780;Excelente (750-850);20177.92;13044.49;64.65;15;Atraso Curto (1-30d);Risco Moderado (C/D);24529.06
CTR-50811;2023-03-17;CLI-10061;Cliente_10061;PR;Sul;Correspondente Bancário;Crédito Pessoal;7033.76;0.2272;24;807;Excelente (750-850);18672.36;367.4;1.97;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50812;2023-07-07;CLI-10062;Cliente_10062;SP;Sudeste;Agência Física;Empréstimo Empresarial PJ;211915.27;0.2243;36;427;Baixo / Alto Risco (<550);18102.64;8140.36;44.97;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);169532.22
CTR-50813;2023-11-09;CLI-10063;Cliente_10063;ES;Sudeste;Correspondente Bancário;Cartão de Crédito rotativo;1810.77;0.5767;36;699;Bom (650-749);9304.63;106.72;1.15;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50814;2023-04-25;CLI-10064;Cliente_10064;PE;Nordeste;Internet Banking;Financiamento Veicular;131620.41;0.1929;48;534;Baixo / Alto Risco (<550);21697.12;3955.64;18.23;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50815;2024-06-06;CLI-10065;Cliente_10065;BA;Nordeste;App Mobile;Financiamento Veicular;109038.94;0.2091;24;460;Baixo / Alto Risco (<550);27162.0;5598.22;20.61;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);87231.15
CTR-50816;2023-06-17;CLI-10066;Cliente_10066;GO;Centro-Oeste;Correspondente Bancário;Financiamento Imobiliário;434848.73;0.1024;36;586;Médio (550-649);14158.03;14080.39;99.45;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);347878.98
CTR-50817;2023-03-04;CLI-10067;Cliente_10067;BA;Nordeste;Correspondente Bancário;Crédito Pessoal;21516.77;0.3598;48;662;Bom (650-749);3513.6;851.32;24.23;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50818;2024-03-28;CLI-10068;Cliente_10068;PR;Sul;Internet Banking;Crédito Pessoal;15532.06;0.2987;12;590;Médio (550-649);22422.09;1513.18;6.75;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50819;2023-04-16;CLI-10069;Cliente_10069;DF;Centro-Oeste;App Mobile;Financiamento Veicular;141413.84;0.2169;12;716;Bom (650-749);14006.34;13214.45;94.35;15;Atraso Curto (1-30d);Risco Moderado (C/D);7070.69
CTR-50820;2024-10-11;CLI-10070;Cliente_10070;GO;Centro-Oeste;Internet Banking;Financiamento Imobiliário;444499.97;0.0951;24;696;Bom (650-749);7734.12;20411.04;263.91;15;Atraso Curto (1-30d);Risco Moderado (C/D);22225.0
CTR-50821;2023-11-26;CLI-10071;Cliente_10071;ES;Sudeste;Internet Banking;Crédito Pessoal;26295.54;0.3831;60;584;Médio (550-649);33136.32;989.66;2.99;10;Atraso Curto (1-30d);Risco Moderado (C/D);1314.78
CTR-50822;2023-05-22;CLI-10072;Cliente_10072;SC;Sul;Agência Física;Financiamento Imobiliário;601383.31;0.1056;12;456;Baixo / Alto Risco (<550);21614.91;53027.91;245.33;15;Atraso Curto (1-30d);Risco Moderado (C/D);30069.17
CTR-50823;2024-05-01;CLI-10073;Cliente_10073;SC;Sul;App Mobile;Cartão de Crédito rotativo;13086.43;0.7745;60;714;Bom (650-749);25583.44;864.91;3.38;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50824;2024-03-24;CLI-10074;Cliente_10074;CE;Nordeste;Internet Banking;Financiamento Veicular;118738.62;0.1819;24;412;Baixo / Alto Risco (<550);32930.57;5938.83;18.03;45;Atraso Crítico (31-90d);Alto Risco (E/F);29684.65
CTR-50825;2023-05-07;CLI-10075;Cliente_10075;MG;Sudeste;Correspondente Bancário;Financiamento Imobiliário;486756.77;0.1316;24;749;Bom (650-749);33520.58;23177.9;69.15;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);389405.42
CTR-50826;2023-03-29;CLI-10076;Cliente_10076;PR;Sul;Correspondente Bancário;Crédito Pessoal;19433.42;0.412;24;398;Baixo / Alto Risco (<550);12497.04;1201.72;9.62;15;Atraso Curto (1-30d);Risco Moderado (C/D);971.67
CTR-50827;2023-11-12;CLI-10077;Cliente_10077;PR;Sul;Correspondente Bancário;Financiamento Veicular;76982.99;0.1901;24;656;Bom (650-749);16542.85;3880.98;23.46;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50828;2025-06-28;CLI-10078;Cliente_10078;ES;Sudeste;App Mobile;Empréstimo Empresarial PJ;452575.59;0.1906;48;661;Bom (650-749);21960.04;13546.4;61.69;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50829;2024-03-22;CLI-10079;Cliente_10079;ES;Sudeste;Correspondente Bancário;Financiamento Veicular;149222.19;0.2695;48;359;Baixo / Alto Risco (<550);21862.62;5111.45;23.38;45;Atraso Crítico (31-90d);Alto Risco (E/F);37305.55
CTR-50830;2025-08-16;CLI-10080;Cliente_10080;DF;Centro-Oeste;App Mobile;Cartão de Crédito rotativo;3399.74;0.772;36;492;Baixo / Alto Risco (<550);30393.25;244.64;0.8;15;Atraso Curto (1-30d);Risco Moderado (C/D);169.99
CTR-50831;2024-12-21;CLI-10081;Cliente_10081;RS;Sul;App Mobile;Cartão de Crédito rotativo;7790.96;0.5048;12;646;Médio (550-649);21496.18;840.13;3.91;35;Atraso Crítico (31-90d);Alto Risco (E/F);1947.74
CTR-50832;2023-02-18;CLI-10082;Cliente_10082;RS;Sul;Internet Banking;Financiamento Imobiliário;291411.72;0.115;360;822;Excelente (750-850);6257.7;2885.83;46.12;15;Atraso Curto (1-30d);Risco Moderado (C/D);14570.59
CTR-50833;2023-12-23;CLI-10083;Cliente_10083;PE;Nordeste;Internet Banking;Cartão de Crédito rotativo;5609.49;0.63;60;622;Médio (550-649);21479.93;308.83;1.44;10;Atraso Curto (1-30d);Risco Moderado (C/D);280.47
CTR-50834;2025-01-01;CLI-10084;Cliente_10084;SC;Sul;Internet Banking;Financiamento Veicular;131270.59;0.2783;48;610;Médio (550-649);9377.92;4562.3;48.65;120;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);105016.47
CTR-50835;2023-04-29;CLI-10085;Cliente_10085;GO;Centro-Oeste;Correspondente Bancário;Financiamento Imobiliário;909754.01;0.0974;12;573;Médio (550-649);19210.93;79871.86;415.76;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50836;2023-09-15;CLI-10086;Cliente_10086;PR;Sul;Internet Banking;Empréstimo Empresarial PJ;62930.36;0.2106;48;720;Bom (650-749);9426.65;1950.71;20.69;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50837;2024-04-18;CLI-10087;Cliente_10087;BA;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;393675.51;0.1513;24;354;Baixo / Alto Risco (<550);34961.78;19112.33;54.67;15;Atraso Curto (1-30d);Risco Moderado (C/D);19683.78
CTR-50838;2024-01-28;CLI-10088;Cliente_10088;SP;Sudeste;Agência Física;Financiamento Imobiliário;252443.49;0.104;12;824;Excelente (750-850);32079.5;22240.78;69.33;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50839;2024-09-19;CLI-10089;Cliente_10089;RS;Sul;Agência Física;Financiamento Veicular;102744.26;0.146;48;600;Médio (550-649);33126.67;2838.66;8.57;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50840;2024-08-22;CLI-10090;Cliente_10090;PE;Nordeste;Internet Banking;Financiamento Veicular;108592.12;0.259;48;362;Baixo / Alto Risco (<550);14954.89;3655.33;24.44;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);86873.7
CTR-50841;2024-11-18;CLI-10091;Cliente_10091;DF;Centro-Oeste;Agência Física;Cartão de Crédito rotativo;13251.19;0.6271;48;580;Médio (550-649);29173.51;758.24;2.6;35;Atraso Crítico (31-90d);Alto Risco (E/F);3312.8
CTR-50842;2025-07-19;CLI-10092;Cliente_10092;BA;Nordeste;App Mobile;Cartão de Crédito rotativo;7299.22;0.5616;24;607;Médio (550-649);29641.28;512.64;1.73;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50843;2025-01-23;CLI-10093;Cliente_10093;RS;Sul;Correspondente Bancário;Crédito Pessoal;16572.76;0.4239;48;788;Excelente (750-850);9480.31;721.81;7.61;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50844;2025-05-14;CLI-10094;Cliente_10094;SP;Sudeste;Agência Física;Financiamento Veicular;69316.13;0.1692;48;501;Baixo / Alto Risco (<550);20129.21;1997.25;9.92;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50845;2023-04-01;CLI-10095;Cliente_10095;RS;Sul;App Mobile;Crédito Pessoal;12044.42;0.2864;12;523;Baixo / Alto Risco (<550);34668.07;1166.13;3.36;10;Atraso Curto (1-30d);Risco Moderado (C/D);602.22
CTR-50846;2023-11-04;CLI-10096;Cliente_10096;RS;Sul;Internet Banking;Cartão de Crédito rotativo;14233.86;0.7542;36;815;Excelente (750-850);12385.33;1006.79;8.13;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50847;2023-08-05;CLI-10097;Cliente_10097;MG;Sudeste;Internet Banking;Cartão de Crédito rotativo;17598.92;0.4621;48;752;Excelente (750-850);7881.65;809.73;10.27;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50848;2025-03-07;CLI-10098;Cliente_10098;SC;Sul;App Mobile;Cartão de Crédito rotativo;19095.53;0.4537;48;621;Médio (550-649);8296.63;868.18;10.46;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50849;2024-12-24;CLI-10099;Cliente_10099;PE;Nordeste;Correspondente Bancário;Empréstimo Empresarial PJ;364194.82;0.1919;48;454;Baixo / Alto Risco (<550);16049.38;10926.02;68.08;15;Atraso Curto (1-30d);Risco Moderado (C/D);18209.74
CTR-50850;2023-04-22;CLI-10100;Cliente_10100;MG;Sudeste;Correspondente Bancário;Crédito Pessoal;22766.96;0.4453;60;417;Baixo / Alto Risco (<550);20340.26;951.77;4.68;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);18213.57
CTR-50851;2023-08-27;CLI-10101;Cliente_10101;SP;Sudeste;Agência Física;Crédito Pessoal;4336.9;0.4295;60;729;Bom (650-749);15604.79;176.64;1.13;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50852;2025-01-31;CLI-10102;Cliente_10102;RS;Sul;Internet Banking;Cartão de Crédito rotativo;19095.52;0.6999;12;847;Excelente (750-850);26077.82;2256.79;8.65;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50853;2024-08-01;CLI-10103;Cliente_10103;SP;Sudeste;App Mobile;Crédito Pessoal;23470.68;0.2851;12;667;Bom (650-749);31928.92;2270.92;7.11;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50854;2023-07-02;CLI-10104;Cliente_10104;SP;Sudeste;Agência Física;Crédito Pessoal;10986.36;0.3248;24;627;Médio (550-649);32207.24;628.39;1.95;90;Atraso Crítico (31-90d);Alto Risco (E/F);2746.59
CTR-50855;2024-03-30;CLI-10105;Cliente_10105;RJ;Sudeste;App Mobile;Crédito Pessoal;23006.0;0.3886;60;572;Médio (550-649);21773.0;874.17;4.01;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50856;2023-08-14;CLI-10106;Cliente_10106;MG;Sudeste;Correspondente Bancário;Financiamento Veicular;37258.31;0.2512;36;323;Baixo / Alto Risco (<550);29561.66;1483.75;5.02;15;Atraso Curto (1-30d);Risco Moderado (C/D);1862.92
CTR-50857;2023-12-01;CLI-10107;Cliente_10107;PE;Nordeste;Correspondente Bancário;Crédito Pessoal;7326.59;0.1989;48;449;Baixo / Alto Risco (<550);18968.76;222.52;1.17;15;Atraso Curto (1-30d);Risco Moderado (C/D);366.33
CTR-50858;2023-09-23;CLI-10108;Cliente_10108;RJ;Sudeste;App Mobile;Financiamento Imobiliário;331407.75;0.1242;24;819;Excelente (750-850);25187.02;15665.59;62.2;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50859;2025-04-12;CLI-10109;Cliente_10109;ES;Sudeste;Agência Física;Empréstimo Empresarial PJ;303062.0;0.1819;48;349;Baixo / Alto Risco (<550);34814.77;8932.56;25.66;45;Atraso Crítico (31-90d);Alto Risco (E/F);75765.5
CTR-50860;2025-07-27;CLI-10110;Cliente_10110;GO;Centro-Oeste;Agência Física;Cartão de Crédito rotativo;2595.59;0.5451;36;417;Baixo / Alto Risco (<550);9940.85;147.76;1.49;95;Inadimplente / NPL (>90d);Inadimplência / Loss (G/H);2076.47
CTR-50861;2024-06-15;CLI-10111;Cliente_10111;RJ;Sudeste;Correspondente Bancário;Empréstimo Empresarial PJ;340760.76;0.1304;12;496;Baixo / Alto Risco (<550);16017.85;30442.22;190.05;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50862;2023-08-21;CLI-10112;Cliente_10112;RJ;Sudeste;App Mobile;Empréstimo Empresarial PJ;429146.83;0.1623;60;821;Excelente (750-850);22116.85;10488.53;47.42;15;Atraso Curto (1-30d);Risco Moderado (C/D);21457.34
CTR-50863;2023-09-29;CLI-10113;Cliente_10113;MG;Sudeste;Agência Física;Empréstimo Empresarial PJ;64966.36;0.2479;24;754;Excelente (750-850);10857.24;3460.51;31.87;0;Em Dia;Baixo Risco (A/B);0.0
CTR-50864;2024-01-01;CLI-10114;Cliente_10114;DF;Centro-Oeste;Agência Física;Financiamento Imobiliário;441585.85;0.0872;72;736;Bom (650-749);4031.77;7898.6;195.91;0;Em Dia;Baixo Risco (A/B);0.0
