ID_Contrato;Data_Concessao;Cliente_Nome;Estado;Canal_Origem;Tipo_Credito;Valor_Emprestimo_Bruto;Taxa_Juros_Anual;Prazo_Meses;Score_Credito;Renda_Mensal;Dias_Atraso;Status_Contrato
CTR-50733;29/01/2023;Cliente_10233;BA;Correspondente Bancário;Credito Pessoal;25723,18;0,4378;36;529;34947,89;10;Atraso Curto (1-30d)
CTR-50734;24/05/2024;Cliente_10234;GO;Correspondente Bancário;Cartão de Credito rotativo;1764,93;0,6638;12;824;4955,88;0;Em Dia
CTR-50735;2023-07-28;Cliente_10235;ES;Correspondente Bancário;Empréstimo Empresarial PJ;65796,95;0,1917;60;508;4764,69;0;Em Dia
CTR-50736;2023-07-01;Cliente_10236;MG;App Mobile;cartão de crédito rotativo;7536,98;0,7639;24;332;11495,13;95;Inadimplente / NPL (>90d)
CTR-50737;29/02/2024;Cliente_10237;DF;Agência Física;Empréstimo Empresarial PJ;437467,6;0,2249;60;496;22507,77;15;Atraso Curto (1-30d)
CTR-50738;2025-02-10;Cliente_10238;BA;Internet Banking;empréstimo empresarial pj;243264,49;0,245;36;407;11484,28;15;Atraso Curto (1-30d)
CTR-50739;16/05/2023;Cliente_10239;GO;Agência Física;Empréstimo Empresarial PJ;164023,92;0,1519;36;380;24854,17;15;Atraso Curto (1-30d)
CTR-50740;17/02/2023;Cliente_10240;rj;Internet Banking;Cartão de Credito rotativo;3522,53;0,7946;24;700;24064,18;0;Em Dia
CTR-50741;21/06/2025;Cliente_10241;PR;App Mobile;Cartão de Credito rotativo;6519,34;0,6905;48;496;25733,12;0;Em Dia
CTR-50742;10/05/2025;Cliente_10242;DF;App Mobile;Credito Pessoal;14119,75;0,2307;48;460;20792,37;15;Atraso Curto (1-30d)
CTR-50743;2025-01-28;Cliente_10243;RS;Internet Banking;Financiamento Veicular;34725,73;0,254;24;683;32358,22;0;Em Dia
CTR-50744;2023-03-18;Cliente_10244;MG;Correspondente Bancário;Empréstimo Empresarial PJ;141274,52;0,2332;60;832;14883,5;5;Atraso Curto (1-30d)
CTR-50745;2024-02-16;Cliente_10245;RS;Internet Banking;Financiamento Imobiliário;841816,89;0,1262;360;492;16024,53;15;Atraso Curto (1-30d)
CTR-50746;2023-11-27;Cliente_10246;MG;Agência Física;Cartão de Credito rotativo;11498,7;0,6054;36;519;33971,17;35;Atraso Crítico (31-90d)
CTR-50747;12/08/2025;Cliente_10247;CE;App Mobile;Credito Pessoal;10786,0;0,2351;60;802;34124,03;0;Em Dia
CTR-50748;10/06/2024;Cliente_10248;RJ;Correspondente Bancário;Financiamento Veicular;119138,73;0,16;36;694;30128,03;0;Em Dia
CTR-50749;18/01/2023;Cliente_10249;DF;Internet Banking;Credito Pessoal;18498,44;0,3821;48;792;9312,48;0;Em Dia
CTR-50750;2023-01-10;Cliente_10250;PR;Internet Banking;Empréstimo Empresarial PJ;432787,99;0,2033;60;432;10379,52;0;Em Dia
CTR-50751;2023-01-28;Cliente_10001;DF;App Mobile;Cartão de Credito rotativo;11424,09;0,7663;36;616;13812,27;90;Atraso Crítico (31-90d)
CTR-50752;22/04/2025;Cliente_10002;go;Internet Banking;Financiamento Imobiliário;392319,17;0,096;60;323;18256,75;45;Atraso Crítico (31-90d)
CTR-50753;22/04/2025;Cliente_10003;PE;App Mobile;Empréstimo Empresarial PJ;162133,66;0,1709;12;812;11777,04;120;Inadimplente / NPL (>90d)
CTR-50754;10/09/2023;Cliente_10004;GO;Agência Física;Credito Pessoal;8841,86;0,4099;60;804;23547,42;0;Em Dia
CTR-50755;2023-10-05;Cliente_10005;PE;Agência Física;Cartão de Credito rotativo;16998,61;0,5318;12;512;7786,04;0;Em Dia
CTR-50756;03/04/2024;Cliente_10006;DF;Agência Física;Financiamento Imobiliário;378438,97;0,1085;36;420;19132,23;15;Atraso Curto (1-30d)
CTR-50757;21/09/2023;Cliente_10007;mg;App Mobile;crédito pessoal;33457,13;0,3484;36;779;31297,25;0;Em Dia
CTR-50758;2025-06-07;Cliente_10008;DF;Internet Banking;Financiamento Veicular;73948,25;0,1596;60;622;28322,26;10;Atraso Curto (1-30d)
CTR-50759;05/03/2024;Cliente_10009;SP;Agência Física;crédito pessoal;30732,03;0,3364;12;561;31809,54;0;Em Dia
CTR-50760;2025-03-20;Cliente_10010;RJ;Internet Banking;Cartão de Credito rotativo;14120,47;0,6766;24;712;7810,48;0;Em Dia
CTR-50761;2025-06-25;Cliente_10011;PE;App Mobile;Financiamento Imobiliário;835236,16;0,0925;24;622;24837,13;45;Atraso Crítico (31-90d)
CTR-50762;2025-08-30;Cliente_10012;GO;Agência Física;Financiamento Imobiliário;714974,88;0,1217;36;412;33966,66;15;Atraso Curto (1-30d)
CTR-50763;2024-02-04;Cliente_10013;RJ;Internet Banking;Credito Pessoal;11091,52;0,2014;36;617;24678,0;0;Em Dia
CTR-50764;2024-11-23;Cliente_10014;RJ;Correspondente Bancário;Financiamento Imobiliário;687092,61;0,1223;60;843;23027,62;15;Atraso Curto (1-30d)
CTR-50765;2023-07-03;Cliente_10015;SP;Internet Banking;Financiamento Imobiliário;707056,52;0,1361;72;386;20863,97;120;Inadimplente / NPL (>90d)
CTR-50766;02/01/2025;Cliente_10016;BA;App Mobile;crédito pessoal;6166,21;0,3544;24;598;22187,9;0;Em Dia
CTR-50767;29/01/2024;Cliente_10017;MG;Internet Banking;Financiamento Veicular;31757,72;0,2601;36;476;31408,33;0;Em Dia
CTR-50768;20/03/2025;Cliente_10018;ce;Agência Física;Financiamento Imobiliário;509138,41;0,107;48;544;21165,38;15;Atraso Curto (1-30d)
CTR-50769;13/09/2023;Cliente_10019;SP;App Mobile;Empréstimo Empresarial PJ;152327,27;0,2109;24;781;6856,97;15;Atraso Curto (1-30d)
CTR-50770;2024-10-02;Cliente_10020;ba;Internet Banking;Financiamento Veicular;98375,38;0,2643;60;632;11069,97;10;Atraso Curto (1-30d)
CTR-50771;2024-08-03;Cliente_10021;PR;Agência Física;Financiamento Veicular;65916,13;0,1988;48;524;9556,06;10;Atraso Curto (1-30d)
CTR-50772;09/07/2023;Cliente_10022;MG;Agência Física;Financiamento Veicular;163803,46;0,1847;48;698;24653,39;0;Em Dia
CTR-50773;21/08/2024;Cliente_10023;PE;App Mobile;Financiamento Imobiliário;421594,66;0,128;360;730;10909,69;0;Em Dia
CTR-50774;05/12/2023;Cliente_10024;SP;Internet Banking;Empréstimo Empresarial PJ;134134,77;0,1692;48;364;19254,58;15;Atraso Curto (1-30d)
CTR-50775;14/05/2025;Cliente_10025;SC;Agência Física;Financiamento Imobiliário;423300,53;0,1062;72;487;23412,64;95;Inadimplente / NPL (>90d)
CTR-50776;01/10/2024;Cliente_10026;SC;Correspondente Bancário;empréstimo empresarial pj;426189,3;0,1786;12;833;8938,72;45;Atraso Crítico (31-90d)
CTR-50777;2025-08-27;Cliente_10027;CE;Internet Banking;Financiamento Veicular;33063,83;0,1822;12;483;16893,48;0;Em Dia
CTR-50778;2023-08-17;Cliente_10028;RS;App Mobile;Financiamento Imobiliário;270978,59;0,0912;24;759;34132,15;0;Em Dia
CTR-50779;2025-06-22;Cliente_10029;DF;Agência Física;Empréstimo Empresarial PJ;164498,09;0,1829;60;814;30413,74;0;Em Dia
CTR-50780;25/09/2024;Cliente_10030; DF ;Agência Física;Financiamento Imobiliário;511825,92;0,0882;120;644;10378,92;45;Atraso Crítico (31-90d)
CTR-50781;22/10/2024;Cliente_10031;ES;Internet Banking;Credito Pessoal;12079,58;0,3208;36;514;4222,03;10;Atraso Curto (1-30d)
CTR-50782;02/12/2024;Cliente_10032;pe;App Mobile;Financiamento Imobiliário;336476,15;0,1051;48;734;30802,4;0;Em Dia
CTR-50783;26/12/2023;Cliente_10033;rj;Correspondente Bancário;Financiamento Imobiliário;349841,22;0,1076;60;711;4533,95;45;Atraso Crítico (31-90d)
CTR-50784;2024-05-25;Cliente_10034;RS;Correspondente Bancário;Financiamento Veicular;175599,92;0,2075;36;572;7807,79;15;Atraso Curto (1-30d)
CTR-50785;21/05/2024;Cliente_10035;GO;Internet Banking;Credito Pessoal;31404,56;0,4392;12;439;9291,84;95;Inadimplente / NPL (>90d)
CTR-50786;18/05/2023;Cliente_10036;pr;Correspondente Bancário;Empréstimo Empresarial PJ;406112,92;0,1957;48;686;3217,63;120;Inadimplente / NPL (>90d)
CTR-50787;09/08/2023;Cliente_10037;ES;Agência Física;Financiamento Veicular;73695,8;0,1888;48;636;16911,14;90;Atraso Crítico (31-90d)
CTR-50788;16/08/2024;Cliente_10038;DF;Correspondente Bancário;Credito Pessoal;27330,49;0,2916;36;436;26709,57;15;Atraso Curto (1-30d)
CTR-50789;24/12/2023;Cliente_10039;sp;Internet Banking;Cartão de Credito rotativo;13370,06;0,7689;12;829;8038,43;0;Em Dia
CTR-50790;25/06/2023;Cliente_10040;MG;App Mobile;Financiamento Imobiliário;527102,38;0,1355;120;382;25250,83;45;Atraso Crítico (31-90d)
CTR-50791;2024-02-05;Cliente_10041;PR;App Mobile;Financiamento Veicular;77118,34;0,274;36;660;26051,33;0;Em Dia
CTR-50792;2023-07-06;Cliente_10042;ES;Internet Banking;Credito Pessoal;20403,05;0,4084;60;443;17863,99;15;Atraso Curto (1-30d)
CTR-50793;17/11/2024;Cliente_10043; PE ;App Mobile;Financiamento Veicular;143427,45;0,2611;36;514;8522,62;95;Inadimplente / NPL (>90d)
CTR-50794;09/01/2024;Cliente_10044;SP;Internet Banking;Financiamento Imobiliário;802894,2;0,1082;48;469;11134,37;45;Atraso Crítico (31-90d)
CTR-50795;2025-05-18;Cliente_10045;ES;Agência Física;Financiamento Imobiliário;329033,96;0,0969;72;771;18458,0;0;Em Dia
CTR-50796;2023-05-06;Cliente_10046;PR;Correspondente Bancário;Cartão de Credito rotativo;11944,37;0,729;12;564;16433,2;10;Atraso Curto (1-30d)
CTR-50797;2023-05-03;Cliente_10047;RJ;App Mobile;Cartão de Credito rotativo;1053,66;0,6349;24;395;30782,58;45;Atraso Crítico (31-90d)
CTR-50798;13/08/2023;Cliente_10048;RJ;App Mobile;Financiamento Veicular;70801,99;0,1587;24;597;14387,98;10;Atraso Curto (1-30d)
CTR-50799;2023-01-11;Cliente_10049;RS;App Mobile;Financiamento Imobiliário;947633,09;0,1325;72;644;20658,95;45;Atraso Crítico (31-90d)
CTR-50800;23/02/2025;Cliente_10050;GO;Agência Física;Empréstimo Empresarial PJ;129210,92;0,2067;36;595;16607,91;0;Em Dia
CTR-50801;2024-12-13;Cliente_10051;sc;Correspondente Bancário;Cartão de Credito rotativo;11903,36;0,6279;24;500;5962,98;0;Em Dia
CTR-50802;17/12/2024;Cliente_10052;ce;Internet Banking;Financiamento Imobiliário;360186,85;0,0905;72;405;8533,99;15;Atraso Curto (1-30d)
CTR-50803;09/12/2024;Cliente_10053;MG;Correspondente Bancário;Credito Pessoal;31119,84;0,3014;12;668;21646,9;0;Em Dia
CTR-50804;2024-02-16;Cliente_10054;MG;Correspondente Bancário;Empréstimo Empresarial PJ;437598,59;0,1826;24;469;34335,41;15;Atraso Curto (1-30d)
CTR-50805;2025-08-22;Cliente_10055;rs;Internet Banking;Financiamento Veicular;33405,26;0,2323;12;778;34469,84;0;Em Dia
CTR-50806;2025-07-21;Cliente_10056;PR;Correspondente Bancário;Credito Pessoal;18356,39;0,3743;12;805;16773,26;0;Em Dia
CTR-50807;2024-04-14;Cliente_10057;SC;App Mobile;Financiamento Imobiliário;532115,56;0,1192;24;710;27259,56;95;Inadimplente / NPL (>90d)
CTR-50808;2025-05-29;Cliente_10058;pr;Agência Física;Financiamento Imobiliário;648050,89;0,1058;120;322;10628,19;15;Atraso Curto (1-30d)
CTR-50809;2025-08-28;Cliente_10059;DF;Internet Banking;Financiamento Veicular;42498,1;0,177;60;545;22042,03;10;Atraso Curto (1-30d)
CTR-50810;2024-05-15;Cliente_10060;RJ;Correspondente Bancário;Empréstimo Empresarial PJ;490581,12;0,1252;48;780;20177,92;15;Atraso Curto (1-30d)
CTR-50811;17/03/2023;Cliente_10061;PR;Correspondente Bancário;Credito Pessoal;7033,76;0,2272;24;807;18672,36;0;Em Dia
CTR-50812;2023-07-07;Cliente_10062;sp;Agência Física;Empréstimo Empresarial PJ;211915,27;0,2243;36;427;18102,64;120;Inadimplente / NPL (>90d)
CTR-50813;09/11/2023;Cliente_10063;ES;Correspondente Bancário;cartão de crédito rotativo;1810,77;0,5767;36;699;9304,63;0;Em Dia
CTR-50814;25/04/2023;Cliente_10064;PE;Internet Banking;Financiamento Veicular;131620,41;0,1929;48;534;21697,12;0;Em Dia
CTR-50815;06/06/2024;Cliente_10065;BA;App Mobile;Financiamento Veicular;109038,94;0,2091;24;460;27162,0;95;Inadimplente / NPL (>90d)
CTR-50816;17/06/2023;Cliente_10066;go;Correspondente Bancário;Financiamento Imobiliário;434848,73;0,1024;36;586;14158,03;120;Inadimplente / NPL (>90d)
CTR-50817;2023-03-04;Cliente_10067;BA;Correspondente Bancário;crédito pessoal;21516,77;0,3598;48;662;3513,6;0;Em Dia
CTR-50818;28/03/2024;Cliente_10068;PR;Internet Banking;Credito Pessoal;15532,06;0,2987;12;590;22422,09;0;Em Dia
CTR-50819;2023-04-16;Cliente_10069;DF;App Mobile;Financiamento Veicular;141413,84;0,2169;12;716;14006,34;15;Atraso Curto (1-30d)
CTR-50820;2024-10-11;Cliente_10070;GO;Internet Banking;Financiamento Imobiliário;444499,97;0,0951;24;696;7734,12;15;Atraso Curto (1-30d)
CTR-50821;26/11/2023;Cliente_10071; ES ;Internet Banking;Credito Pessoal;26295,54;0,3831;60;584;33136,32;10;Atraso Curto (1-30d)
CTR-50822;22/05/2023;Cliente_10072;SC;Agência Física;Financiamento Imobiliário;601383,31;0,1056;12;456;21614,91;15;Atraso Curto (1-30d)
CTR-50823;01/05/2024;Cliente_10073;SC;App Mobile;Cartão de Credito rotativo;13086,43;0,7745;60;714;25583,44;0;Em Dia
CTR-50824;24/03/2024;Cliente_10074; CE ;Internet Banking;Financiamento Veicular;118738,62;0,1819;24;412;32930,57;45;Atraso Crítico (31-90d)
CTR-50825;07/05/2023;Cliente_10075;mg;Correspondente Bancário;Financiamento Imobiliário;486756,77;0,1316;24;749;33520,58;120;Inadimplente / NPL (>90d)
CTR-50826;2023-03-29;Cliente_10076;PR;Correspondente Bancário;Credito Pessoal;19433,42;0,412;24;398;12497,04;15;Atraso Curto (1-30d)
CTR-50827;2023-11-12;Cliente_10077;PR;Correspondente Bancário;Financiamento Veicular;76982,99;0,1901;24;656;16542,85;0;Em Dia
CTR-50828;28/06/2025;Cliente_10078;ES;App Mobile;Empréstimo Empresarial PJ;452575,59;0,1906;48;661;21960,04;0;Em Dia
CTR-50829;22/03/2024;Cliente_10079;ES;Correspondente Bancário;financiamento veicular;149222,19;0,2695;48;359;21862,62;45;Atraso Crítico (31-90d)
CTR-50830;16/08/2025;Cliente_10080;DF;App Mobile;Cartão de Credito rotativo;3399,74;0,772;36;492;30393,25;15;Atraso Curto (1-30d)
CTR-50831;21/12/2024;Cliente_10081;RS;App Mobile;Cartão de Credito rotativo;7790,96;0,5048;12;646;21496,18;35;Atraso Crítico (31-90d)
CTR-50832;2023-02-18;Cliente_10082;RS;Internet Banking;financiamento imobiliário;291411,72;0,115;360;822;6257,7;15;Atraso Curto (1-30d)
CTR-50833;23/12/2023;Cliente_10083;pe;Internet Banking;Cartão de Credito rotativo;5609,49;0,63;60;622;21479,93;10;Atraso Curto (1-30d)
CTR-50834;01/01/2025;Cliente_10084;SC;Internet Banking;Financiamento Veicular;131270,59;0,2783;48;610;9377,92;120;Inadimplente / NPL (>90d)
CTR-50835;29/04/2023;Cliente_10085; GO ;Correspondente Bancário;Financiamento Imobiliário;909754,01;0,0974;12;573;19210,93;0;Em Dia
CTR-50836;2023-09-15;Cliente_10086;PR;Internet Banking;Empréstimo Empresarial PJ;62930,36;0,2106;48;720;9426,65;0;Em Dia
CTR-50837;2024-04-18;Cliente_10087;BA;Correspondente Bancário;Empréstimo Empresarial PJ;393675,51;0,1513;24;354;34961,78;15;Atraso Curto (1-30d)
CTR-50838;2024-01-28;Cliente_10088;SP;Agência Física;Financiamento Imobiliário;252443,49;0,104;12;824;32079,5;0;Em Dia
CTR-50839;2024-09-19;Cliente_10089;rs;Agência Física;Financiamento Veicular;102744,26;0,146;48;600;33126,67;0;Em Dia
CTR-50840;22/08/2024;Cliente_10090;PE;Internet Banking;Financiamento Veicular;108592,12;0,259;48;362;14954,89;95;Inadimplente / NPL (>90d)
CTR-50841;18/11/2024;Cliente_10091;df;Agência Física;Cartão de Credito rotativo;13251,19;0,6271;48;580;29173,51;35;Atraso Crítico (31-90d)
CTR-50842;2025-07-19;Cliente_10092;BA;App Mobile;Cartão de Credito rotativo;7299,22;0,5616;24;607;29641,28;0;Em Dia
CTR-50843;2025-01-23;Cliente_10093;RS;Correspondente Bancário;Credito Pessoal;16572,76;0,4239;48;788;9480,31;0;Em Dia
CTR-50844;14/05/2025;Cliente_10094;SP;Agência Física;Financiamento Veicular;69316,13;0,1692;48;501;20129,21;0;Em Dia
CTR-50845;01/04/2023;Cliente_10095;RS;App Mobile;Credito Pessoal;12044,42;0,2864;12;523;34668,07;10;Atraso Curto (1-30d)
CTR-50846;04/11/2023;Cliente_10096;RS;Internet Banking;Cartão de Credito rotativo;14233,86;0,7542;36;815;12385,33;0;Em Dia
CTR-50847;2023-08-05;Cliente_10097;MG;Internet Banking;Cartão de Credito rotativo;17598,92;0,4621;48;752;7881,65;0;Em Dia
CTR-50848;07/03/2025;Cliente_10098;SC;App Mobile;Cartão de Credito rotativo;19095,53;0,4537;48;621;8296,63;0;Em Dia
CTR-50849;24/12/2024;Cliente_10099;PE;Correspondente Bancário;empréstimo empresarial pj;364194,82;0,1919;48;454;16049,38;15;Atraso Curto (1-30d)
CTR-50850;2023-04-22;Cliente_10100;MG;Correspondente Bancário;crédito pessoal;22766,96;0,4453;60;417;20340,26;95;Inadimplente / NPL (>90d)
CTR-50851;2023-08-27;Cliente_10101;SP;Agência Física;Credito Pessoal;4336,9;0,4295;60;729;15604,79;0;Em Dia
CTR-50852;31/01/2025;Cliente_10102;RS;Internet Banking;Cartão de Credito rotativo;19095,52;0,6999;12;847;26077,82;0;Em Dia
CTR-50853;01/08/2024;Cliente_10103;sp;App Mobile;Credito Pessoal;23470,68;0,2851;12;667;31928,92;0;Em Dia
CTR-50854;2023-07-02;Cliente_10104;SP;Agência Física;Credito Pessoal;10986,36;0,3248;24;627;32207,24;90;Atraso Crítico (31-90d)
CTR-50855;2024-03-30;Cliente_10105;RJ;App Mobile;Credito Pessoal;23006,0;0,3886;60;572;21773,0;0;Em Dia
CTR-50856;2023-08-14;Cliente_10106;MG;Correspondente Bancário;Financiamento Veicular;37258,31;0,2512;36;323;29561,66;15;Atraso Curto (1-30d)
CTR-50857;01/12/2023;Cliente_10107;PE;Correspondente Bancário;Credito Pessoal;7326,59;0,1989;48;449;18968,76;15;Atraso Curto (1-30d)
CTR-50858;2023-09-23;Cliente_10108;RJ;App Mobile;Financiamento Imobiliário;331407,75;0,1242;24;819;25187,02;0;Em Dia
CTR-50859;12/04/2025;Cliente_10109;ES;Agência Física;empréstimo empresarial pj;303062,0;0,1819;48;349;34814,77;45;Atraso Crítico (31-90d)
CTR-50860;27/07/2025;Cliente_10110;GO;Agência Física;Cartão de Credito rotativo;2595,59;0,5451;36;417;9940,85;95;Inadimplente / NPL (>90d)
CTR-50861;15/06/2024;Cliente_10111;RJ;Correspondente Bancário;Empréstimo Empresarial PJ;340760,76;0,1304;12;496;16017,85;0;Em Dia
CTR-50862;2023-08-21;Cliente_10112;rj;App Mobile;Empréstimo Empresarial PJ;429146,83;0,1623;60;821;22116,85;15;Atraso Curto (1-30d)
CTR-50863;2023-09-29;Cliente_10113; MG ;Agência Física;Empréstimo Empresarial PJ;64966,36;0,2479;24;754;10857,24;0;Em Dia
CTR-50864;01/01/2024;Cliente_10114;DF;Agência Física;Financiamento Imobiliário;441585,85;0,0872;72;736;4031,77;0;Em Dia
CTR-50865;02/09/2024;Cliente_10115;GO;App Mobile;Cartão de Credito rotativo;15259,77;0,5471;24;512;17185,91;0;Em Dia
CTR-50866;2023-03-10;Cliente_10116;SC;Internet Banking;Credito Pessoal;6063,03;0,295;24;403;17331,35;15;Atraso Curto (1-30d)
CTR-50867;04/02/2024;Cliente_10117;CE;Internet Banking;Cartão de Credito rotativo;3731,18;0,6799;36;803;15473,32;20;Atraso Curto (1-30d)
CTR-50868;2024-02-14;Cliente_10118;BA;Agência Física;Credito Pessoal;10017,18;0,3724;36;818;16479,17;0;Em Dia
CTR-50869;14/04/2023;Cliente_10119;RJ;Agência Física;empréstimo empresarial pj;498747,33;0,2271;12;847;10630,36;0;Em Dia
CTR-50870;2025-03-29;Cliente_10120;PE;Internet Banking;Empréstimo Empresarial PJ;497305,71;0,1717;24;723;13457,52;15;Atraso Curto (1-30d)
CTR-50871;16/06/2023;Cliente_10121;MG;Correspondente Bancário;Empréstimo Empresarial PJ;305873,45;0,1621;12;821;16797,6;15;Atraso Curto (1-30d)
CTR-50872;2023-11-15;Cliente_10122;sp;Correspondente Bancário;Credito Pessoal;33476,76;0,2487;48;818;24274,16;0;Em Dia
CTR-50873;2025-02-08;Cliente_10123;CE;Agência Física;Cartão de Credito rotativo;12658,45;0,6569;48;460;7288,54;95;Inadimplente / NPL (>90d)
CTR-50874;2023-03-28;Cliente_10124;PE;Internet Banking;Cartão de Credito rotativo;4565,23;0,5096;12;418;27499,75;95;Inadimplente / NPL (>90d)
CTR-50875;2024-04-27;Cliente_10125;CE;Internet Banking;Financiamento Veicular;70836,35;0,1863;24;815;28150,19;0;Em Dia
CTR-50876;05/04/2024;Cliente_10126; PR ;Internet Banking;Financiamento Imobiliário;585182,02;0,1211;72;443;14658,5;15;Atraso Curto (1-30d)
CTR-50877;2025-08-20;Cliente_10127;SP;Agência Física;Empréstimo Empresarial PJ;257918,19;0,1266;12;713;32327,31;15;Atraso Curto (1-30d)
CTR-50878;2023-05-25;Cliente_10128;MG;App Mobile;Empréstimo Empresarial PJ;135171,52;0,2489;12;703;9260,4;15;Atraso Curto (1-30d)
CTR-50879;2024-09-11;Cliente_10129;rs;App Mobile;Financiamento Veicular;102104,37;0,2732;24;583;20439,54;10;Atraso Curto (1-30d)
CTR-50880;03/03/2024;Cliente_10130;RS;App Mobile;Empréstimo Empresarial PJ;447997,56;0,1606;36;406;22605,22;0;Em Dia
CTR-50881;17/04/2023;Cliente_10131;MG;Internet Banking;Financiamento Imobiliário;382154,94;0,1344;72;802;18608,68;0;Em Dia
CTR-50882;2023-12-04;Cliente_10132; ES ;App Mobile;Credito Pessoal;34700,74;0,3662;12;501;33432,5;90;Atraso Crítico (31-90d)
CTR-50883;2023-03-29;Cliente_10133;df;Internet Banking;Empréstimo Empresarial PJ;137766,46;0,1253;60;358;18541,54;45;Atraso Crítico (31-90d)
CTR-50884;2023-04-28;Cliente_10134;CE;Internet Banking;empréstimo empresarial pj;456864,63;0,1322;24;675;16996,75;95;Inadimplente / NPL (>90d)
CTR-50885;2024-08-26;Cliente_10135;ES;App Mobile;Cartão de Credito rotativo;5048,72;0,7811;12;609;14332,61;0;Em Dia
CTR-50886;2024-07-01;Cliente_10136;sp;Internet Banking;Cartão de Credito rotativo;7540,25;0,5231;24;587;27798,16;35;Atraso Crítico (31-90d)
CTR-50887;27/09/2024;Cliente_10137;CE;Agência Física;Financiamento Veicular;74789,55;0,2773;24;391;26919,19;15;Atraso Curto (1-30d)
CTR-50888;22/04/2025;Cliente_10138;ce;Agência Física;Financiamento Veicular;26284,47;0,2492;48;504;12320,4;0;Em Dia
CTR-50889;24/08/2024;Cliente_10139;DF;Internet Banking;Financiamento Imobiliário;618094,98;0,1139;60;390;17802,19;95;Inadimplente / NPL (>90d)
CTR-50890;16/07/2025;Cliente_10140;MG;Correspondente Bancário;Financiamento Veicular;98173,91;0,201;24;556;29014,45;10;Atraso Curto (1-30d)
CTR-50891;05/10/2023;Cliente_10141;es;Internet Banking;Financiamento Imobiliário;801372,04;0,1024;72;471;31342,91;0;Em Dia
CTR-50892;2023-08-17;Cliente_10142;PR;Agência Física;Financiamento Veicular;98879,77;0,2308;12;600;34064,36;0;Em Dia
CTR-50893;28/01/2024;Cliente_10143;mg;App Mobile;Financiamento Imobiliário;379880,77;0,0883;360;428;24025,08;120;Inadimplente / NPL (>90d)
CTR-50894;2024-11-21;Cliente_10144;CE;App Mobile;financiamento imobiliário;229933,09;0,1349;72;535;24023,76;0;Em Dia
CTR-50895;18/01/2023;Cliente_10145; BA ;App Mobile;Empréstimo Empresarial PJ;279567,08;0,2408;12;690;8445,31;95;Inadimplente / NPL (>90d)
CTR-50896;20/03/2025;Cliente_10146; CE ;App Mobile;Financiamento Veicular;92459,13;0,2226;48;401;23734,0;15;Atraso Curto (1-30d)
CTR-50897;18/08/2024;Cliente_10147;BA;Agência Física;Empréstimo Empresarial PJ;174626,87;0,1402;24;427;31271,45;120;Inadimplente / NPL (>90d)
CTR-50898;2024-05-16;Cliente_10148;SC;App Mobile;Credito Pessoal;14186,31;0,2422;12;405;11800,8;120;Inadimplente / NPL (>90d)
CTR-50899;15/05/2024;Cliente_10149;SP;Internet Banking;Financiamento Veicular;82739,49;0,1684;48;842;22389,26;5;Atraso Curto (1-30d)
CTR-50900;2023-06-11;Cliente_10150;MG;App Mobile;Empréstimo Empresarial PJ;204418,08;0,2471;12;678;28364,24;0;Em Dia
CTR-50901;2025-06-28;Cliente_10151;PR;Agência Física;Financiamento Veicular;30605,42;0,167;12;804;24100,03;5;Atraso Curto (1-30d)
CTR-50902;2024-12-25;Cliente_10152;SC;Internet Banking;Credito Pessoal;23153,67;0,2016;60;645;32073,85;35;Atraso Crítico (31-90d)
CTR-50903;2024-08-26;Cliente_10153;MG;Agência Física;Cartão de Credito rotativo;3375,81;0,6643;12;517;15156,47;0;Em Dia
CTR-50904;2023-01-02;Cliente_10154; MG ;Internet Banking;financiamento imobiliário;897776,49;0,0981;36;331;12380,45;45;Atraso Crítico (31-90d)
CTR-50905;28/08/2023;Cliente_10155;PE;Internet Banking;Empréstimo Empresarial PJ;390203,32;0,235;36;808;24467,03;45;Atraso Crítico (31-90d)
CTR-50906;03/10/2023;Cliente_10156;RS;Agência Física;Credito Pessoal;11383,05;0,4479;60;645;17651,15;0;Em Dia
CTR-50907;05/07/2023;Cliente_10157;DF;Internet Banking;Financiamento Veicular;36835,61;0,1593;48;649;24142,77;90;Atraso Crítico (31-90d)
CTR-50908;07/06/2025;Cliente_10158;GO;App Mobile;Credito Pessoal;34817,76;0,2415;60;607;24295,26;0;Em Dia
CTR-50909;29/12/2023;Cliente_10159;PR;Agência Física;Empréstimo Empresarial PJ;498920,06;0,2225;60;494;27337,15;15;Atraso Curto (1-30d)
CTR-50910;2024-07-26;Cliente_10160;MG;Agência Física;Financiamento Veicular;29860,12;0,1779;24;471;24810,98;45;Atraso Crítico (31-90d)
CTR-50911;2023-12-04;Cliente_10161;go;Agência Física;Credito Pessoal;21593,52;0,2409;36;406;15163,85;45;Atraso Crítico (31-90d)
CTR-50912;2025-08-18;Cliente_10162;PE;Agência Física;Empréstimo Empresarial PJ;308245,86;0,1321;24;334;13899,25;0;Em Dia
CTR-50913;06/07/2024;Cliente_10163;PR;Correspondente Bancário;Financiamento Imobiliário;913933,76;0,1358;120;354;18112,32;0;Em Dia
CTR-50914;28/03/2025;Cliente_10164;PE;Agência Física;Credito Pessoal;7197,72;0,3721;24;703;14349,01;0;Em Dia
CTR-50915;07/08/2025;Cliente_10165; RS ;Internet Banking;Cartão de Credito rotativo;17727,28;0,8169;60;679;8376,91;0;Em Dia
